Geo Point;Geo Shape;NUMERO;TYPE;TYPE_TAMPON;ZSURF;Z_FE_ENTREE1
47.4946813374, -0.4323574866;"{""coordinates"": [-0.4323574866, 47.4946813374], ""type"": ""Point""}";1066840;SIMPLE;ROND;35.524;0
47.4949611834, -0.4322780801;"{""coordinates"": [-0.4322780801, 47.4949611834], ""type"": ""Point""}";1066839;SIMPLE;ROND;35.275;34.235
47.4938957723, -0.4386244704;"{""coordinates"": [-0.4386244704, 47.4938957723], ""type"": ""Point""}";1066838;SIMPLE;ROND;31.933;30.533
47.4941709076, -0.4406325862;"{""coordinates"": [-0.4406325862, 47.4941709076], ""type"": ""Point""}";1066837;SIMPLE;ROND;30.847;29.647
47.4948729445, -0.4421244149;"{""coordinates"": [-0.4421244149, 47.4948729445], ""type"": ""Point""}";1066836;SIMPLE;GRILLE;29.324;28.624
47.4948793664, -0.4427850815;"{""coordinates"": [-0.4427850815, 47.4948793664], ""type"": ""Point""}";1066835;SIMPLE;GRILLE;29.183;28.543
47.4948671556, -0.4434454693;"{""coordinates"": [-0.4434454693, 47.4948671556], ""type"": ""Point""}";1066834;SIMPLE;GRILLE;29.19;28.49
47.4948747676, -0.444111262;"{""coordinates"": [-0.444111262, 47.4948747676], ""type"": ""Point""}";1066833;SIMPLE;GRILLE;29.043;27.363
47.4949198581, -0.4447731116;"{""coordinates"": [-0.4447731116, 47.4949198581], ""type"": ""Point""}";1066832;SIMPLE;GRILLE;28.927;28.307
47.4949723392, -0.4454285345;"{""coordinates"": [-0.4454285345, 47.4949723392], ""type"": ""Point""}";1066831;SIMPLE;GRILLE;28.813;28.193
47.4950145189, -0.4460911278;"{""coordinates"": [-0.4460911278, 47.4950145189], ""type"": ""Point""}";1066830;SIMPLE;GRILLE;28.737;28.097
47.4949275066, -0.4407039661;"{""coordinates"": [-0.4407039661, 47.4949275066], ""type"": ""Point""}";1066826;SIMPLE;ROND;30.972;29.872
47.4956302152, -0.4359462585;"{""coordinates"": [-0.4359462585, 47.4956302152], ""type"": ""Point""}";1066825;SIMPLE;ROND;33.421;31.241
47.4955077267, -0.4293606269;"{""coordinates"": [-0.4293606269, 47.4955077267], ""type"": ""Point""}";1066824;SIMPLE;ROND;37.31;36.38
47.4946652681, -0.4292273998;"{""coordinates"": [-0.4292273998, 47.4946652681], ""type"": ""Point""}";1066819;SIMPLE;ROND;37.688;0
47.4948957184, -0.4292013771;"{""coordinates"": [-0.4292013771, 47.4948957184], ""type"": ""Point""}";1066818;SIMPLE;ROND;37.134;36.054
47.4949016455, -0.4288773499;"{""coordinates"": [-0.4288773499, 47.4949016455], ""type"": ""Point""}";1066817;SIMPLE;ROND;37.042;35.952
47.4957379624, -0.4256731633;"{""coordinates"": [-0.4256731633, 47.4957379624], ""type"": ""Point""}";1066816;SIMPLE;ROND;;
47.495738222, -0.4256644121;"{""coordinates"": [-0.4256644121, 47.495738222], ""type"": ""Point""}";1066815;SIMPLE;ROND;;35.18
47.495711737, -0.4257408167;"{""coordinates"": [-0.4257408167, 47.495711737], ""type"": ""Point""}";1066814;SIMPLE;ROND;36.19;35.21
47.4956266469, -0.4260355588;"{""coordinates"": [-0.4260355588, 47.4956266469], ""type"": ""Point""}";1066813;SIMPLE;ROND;;35.36
47.4954343256, -0.4267309509;"{""coordinates"": [-0.4267309509, 47.4954343256], ""type"": ""Point""}";1066812;SIMPLE;ROND;;35.5
47.4952352542, -0.427456457;"{""coordinates"": [-0.427456457, 47.4952352542], ""type"": ""Point""}";1066810;SIMPLE;ROND;;35.68
47.495094872, -0.4279698742;"{""coordinates"": [-0.4279698742, 47.495094872], ""type"": ""Point""}";1066809;SIMPLE;ROND;36.53;35.79
47.4950646091, -0.4282797097;"{""coordinates"": [-0.4282797097, 47.4950646091], ""type"": ""Point""}";1066808;SIMPLE;ROND;36.79;35.84
47.4951205371, -0.4283640941;"{""coordinates"": [-0.4283640941, 47.4951205371], ""type"": ""Point""}";1066807;SIMPLE;ROND;36.81;35.86
47.4951192014, -0.4285274092;"{""coordinates"": [-0.4285274092, 47.4951192014], ""type"": ""Point""}";1066806;SIMPLE;ROND;36.83;35.9
47.4949784358, -0.4291112065;"{""coordinates"": [-0.4291112065, 47.4949784358], ""type"": ""Point""}";1066805;SIMPLE;ROND;36.98;36.08
47.4949898388, -0.4297218413;"{""coordinates"": [-0.4297218413, 47.4949898388], ""type"": ""Point""}";1066804;SIMPLE;ROND;37.14;36.2
47.4952179675, -0.4295769053;"{""coordinates"": [-0.4295769053, 47.4952179675], ""type"": ""Point""}";1066803;SIMPLE;ROND;37.21;36.29
47.4977127128, -0.4218595869;"{""coordinates"": [-0.4218595869, 47.4977127128], ""type"": ""Point""}";1066796;SIMPLE;ROND;35.59;34.29
47.4984156776, -0.4221338327;"{""coordinates"": [-0.4221338327, 47.4984156776], ""type"": ""Point""}";1066793;SIMPLE;ROND;35.2;34.46
47.4983062035, -0.4221913388;"{""coordinates"": [-0.4221913388, 47.4983062035], ""type"": ""Point""}";1066792;SIMPLE;ROND;35.57;34.42
47.4981500127, -0.4222454327;"{""coordinates"": [-0.4222454327, 47.4981500127], ""type"": ""Point""}";1066791;SIMPLE;ROND;35.89;34.37
47.4982534899, -0.4229373684;"{""coordinates"": [-0.4229373684, 47.4982534899], ""type"": ""Point""}";1066790;SIMPLE;ROND;35.77;34.58
47.4982276368, -0.4228648893;"{""coordinates"": [-0.4228648893, 47.4982276368], ""type"": ""Point""}";1066789;SIMPLE;ROND;35.8;34.55
47.4981925443, -0.4225937291;"{""coordinates"": [-0.4225937291, 47.4981925443], ""type"": ""Point""}";1066788;SIMPLE;ROND;35.8;34.62
47.4977915347, -0.4224538729;"{""coordinates"": [-0.4224538729, 47.4977915347], ""type"": ""Point""}";1066787;SIMPLE;ROND;35.36;34.27
47.4978264415, -0.4226188695;"{""coordinates"": [-0.4226188695, 47.4978264415], ""type"": ""Point""}";1066786;SIMPLE;ROND;36;34.38
47.4979170423, -0.4230069328;"{""coordinates"": [-0.4230069328, 47.4979170423], ""type"": ""Point""}";1066785;SIMPLE;ROND;36.11;34.34
47.4976538557, -0.4231290498;"{""coordinates"": [-0.4231290498, 47.4976538557], ""type"": ""Point""}";1066784;SIMPLE;ROND;36.11;34.27
47.4975660173, -0.4231704124;"{""coordinates"": [-0.4231704124, 47.4975660173], ""type"": ""Point""}";1066783;SIMPLE;ROND;36.07;34.3
47.49754197, -0.4225447208;"{""coordinates"": [-0.4225447208, 47.49754197], ""type"": ""Point""}";1066782;SIMPLE;ROND;35.83;34.16
47.4974271126, -0.4220059039;"{""coordinates"": [-0.4220059039, 47.4974271126], ""type"": ""Point""}";1066781;SIMPLE;ROND;35.41;34.12
47.4973935685, -0.4218404655;"{""coordinates"": [-0.4218404655, 47.4973935685], ""type"": ""Point""}";1066780;SIMPLE;ROND;35.53;34.11
47.4972358936, -0.4218413232;"{""coordinates"": [-0.4218413232, 47.4972358936], ""type"": ""Point""}";1066779;SIMPLE;ROND;35.32;34.22
47.4970487668, -0.4218182283;"{""coordinates"": [-0.4218182283, 47.4970487668], ""type"": ""Point""}";1066778;SIMPLE;ROND;35.36;34.32
47.4969863351, -0.4217435253;"{""coordinates"": [-0.4217435253, 47.4969863351], ""type"": ""Point""}";1066777;SIMPLE;ROND;35.6;34.31
47.496782297, -0.4217290382;"{""coordinates"": [-0.4217290382, 47.496782297], ""type"": ""Point""}";1066776;SIMPLE;ROND;35.62;34.45
47.4965183136, -0.4217565185;"{""coordinates"": [-0.4217565185, 47.4965183136], ""type"": ""Point""}";1066775;SIMPLE;ROND;35.08;34.39
47.4963941862, -0.4217494434;"{""coordinates"": [-0.4217494434, 47.4963941862], ""type"": ""Point""}";1066774;SIMPLE;ROND;35.34;34.37
47.4963242499, -0.4218460314;"{""coordinates"": [-0.4218460314, 47.4963242499], ""type"": ""Point""}";1066773;SIMPLE;ROND;35.23;34.38
47.4963709275, -0.4216714223;"{""coordinates"": [-0.4216714223, 47.4963709275], ""type"": ""Point""}";1066772;SIMPLE;ROND;35.07;34.33
47.4964551092, -0.4214191231;"{""coordinates"": [-0.4214191231, 47.4964551092], ""type"": ""Point""}";1066771;SIMPLE;ROND;35.04;34.3
47.496721915, -0.4213814608;"{""coordinates"": [-0.4213814608, 47.496721915], ""type"": ""Point""}";1066770;SIMPLE;ROND;35.21;34.44
47.4967551615, -0.4213228921;"{""coordinates"": [-0.4213228921, 47.4967551615], ""type"": ""Point""}";1066768;SIMPLE;ROND;35.64;34.42
47.4966585847, -0.421200288;"{""coordinates"": [-0.421200288, 47.4966585847], ""type"": ""Point""}";1066767;SIMPLE;ROND;35.541;34.221
47.4960472699, -0.4221329229;"{""coordinates"": [-0.4221329229, 47.4960472699], ""type"": ""Point""}";1066763;SIMPLE;ROND;35.657;34.697
47.4960347696, -0.4222661608;"{""coordinates"": [-0.4222661608, 47.4960347696], ""type"": ""Point""}";1066762;SIMPLE;ROND;35.566;34.756
47.4960290928, -0.4224608162;"{""coordinates"": [-0.4224608162, 47.4960290928], ""type"": ""Point""}";1066761;SIMPLE;ROND;35.713;34.743
47.4960332769, -0.4227055273;"{""coordinates"": [-0.4227055273, 47.4960332769], ""type"": ""Point""}";1066760;SIMPLE;ROND;35.876;34.856
47.4960431104, -0.4229722573;"{""coordinates"": [-0.4229722573, 47.4960431104], ""type"": ""Point""}";1066759;SIMPLE;ROND;35.826;34.946
47.4960813235, -0.423338595;"{""coordinates"": [-0.423338595, 47.4960813235], ""type"": ""Point""}";1066758;SIMPLE;ROND;36.18;35.02
47.4961414071, -0.4240453749;"{""coordinates"": [-0.4240453749, 47.4961414071], ""type"": ""Point""}";1066756;SIMPLE;ROND;35.69;35.17
47.496296713, -0.4239178984;"{""coordinates"": [-0.4239178984, 47.496296713], ""type"": ""Point""}";1066754;SIMPLE;ROND;36.04;34.94
47.4963753629, -0.4238949425;"{""coordinates"": [-0.4238949425, 47.4963753629], ""type"": ""Point""}";1066753;SIMPLE;ROND;36.2;34.89
47.4966928406, -0.4237667703;"{""coordinates"": [-0.4237667703, 47.4966928406], ""type"": ""Point""}";1066752;SIMPLE;ROND;36.07;34.74
47.4972166854, -0.4235562597;"{""coordinates"": [-0.4235562597, 47.4972166854], ""type"": ""Point""}";1066751;SIMPLE;ROND;36.01;34.52
47.4972885468, -0.4234281778;"{""coordinates"": [-0.4234281778, 47.4972885468], ""type"": ""Point""}";1066750;SIMPLE;ROND;35.92;34.41
47.4973011794, -0.4231659464;"{""coordinates"": [-0.4231659464, 47.4973011794], ""type"": ""Point""}";1066749;SIMPLE;ROND;35.76;34.39
47.4970064312, -0.422767109;"{""coordinates"": [-0.422767109, 47.4970064312], ""type"": ""Point""}";1066747;SIMPLE;ROND;35.65;34.53
47.4972227887, -0.42273045;"{""coordinates"": [-0.42273045, 47.4972227887], ""type"": ""Point""}";1066746;SIMPLE;ROND;35.71;34.41
47.4972191231, -0.4223466713;"{""coordinates"": [-0.4223466713, 47.4972191231], ""type"": ""Point""}";1066745;SIMPLE;ROND;35.54;34.41
47.4948002806, -0.4393497131;"{""coordinates"": [-0.4393497131, 47.4948002806], ""type"": ""Point""}";1066740;BORGNE;;0;0
47.4950843597, -0.4322899006;"{""coordinates"": [-0.4322899006, 47.4950843597], ""type"": ""Point""}";1066738;SIMPLE;ROND;35.086;34.286
47.4952328016, -0.433293599;"{""coordinates"": [-0.433293599, 47.4952328016], ""type"": ""Point""}";1066737;BORGNE;;0;0
47.4954393023, -0.4349878852;"{""coordinates"": [-0.4349878852, 47.4954393023], ""type"": ""Point""}";1066736;SIMPLE;ROND;33.043;31.993
47.4980688354, -0.4341557399;"{""coordinates"": [-0.4341557399, 47.4980688354], ""type"": ""Point""}";1066735;BORGNE;;0;0
47.4982426714, -0.4285669012;"{""coordinates"": [-0.4285669012, 47.4982426714], ""type"": ""Point""}";1066734;BORGNE;;0;0
47.4982952221, -0.4272661968;"{""coordinates"": [-0.4272661968, 47.4982952221], ""type"": ""Point""}";1066733;BORGNE;;0;0
47.4940166918, -0.42118896;"{""coordinates"": [-0.42118896, 47.4940166918], ""type"": ""Point""}";1066726;SIMPLE;ROND;34.01;32.49
47.4948230196, -0.4334068378;"{""coordinates"": [-0.4334068378, 47.4948230196], ""type"": ""Point""}";1066723;SIMPLE;ROND;34.154;0
47.4951802381, -0.4322174573;"{""coordinates"": [-0.4322174573, 47.4951802381], ""type"": ""Point""}";1066721;SIMPLE;ROND;0;0
47.4935071037, -0.4391986721;"{""coordinates"": [-0.4391986721, 47.4935071037], ""type"": ""Point""}";1066720;SIMPLE;ROND;31.98;30.79
47.4951955557, -0.4330290814;"{""coordinates"": [-0.4330290814, 47.4951955557], ""type"": ""Point""}";1066719;SIMPLE;ROND;34.262;0
47.500991284, -0.4290598095;"{""coordinates"": [-0.4290598095, 47.500991284], ""type"": ""Point""}";1066718;SIMPLE;ROND;35.61;34.74
47.5009482236, -0.4291152195;"{""coordinates"": [-0.4291152195, 47.5009482236], ""type"": ""Point""}";1066717;SIMPLE;ROND;35.62;34.92
47.4942169189, -0.4286382186;"{""coordinates"": [-0.4286382186, 47.4942169189], ""type"": ""Point""}";1066715;SIMPLE;ROND;0;0
47.4947395965, -0.4285038105;"{""coordinates"": [-0.4285038105, 47.4947395965], ""type"": ""Point""}";1066714;SIMPLE;ROND;0;0
47.4949125005, -0.4286178058;"{""coordinates"": [-0.4286178058, 47.4949125005], ""type"": ""Point""}";1066713;SIMPLE;ROND;0;0
47.4949415356, -0.4282977956;"{""coordinates"": [-0.4282977956, 47.4949415356], ""type"": ""Point""}";1066712;SIMPLE;ROND;0;0
47.4951531392, -0.4274535439;"{""coordinates"": [-0.4274535439, 47.4951531392], ""type"": ""Point""}";1066711;SIMPLE;ROND;36.29;0
47.4950998879, -0.4276521636;"{""coordinates"": [-0.4276521636, 47.4950998879], ""type"": ""Point""}";1066710;SIMPLE;ROND;0;0
47.5005754516, -0.4250795447;"{""coordinates"": [-0.4250795447, 47.5005754516], ""type"": ""Point""}";1066569;SIMPLE;ROND;35.63;0
47.5004512103, -0.4246025291;"{""coordinates"": [-0.4246025291, 47.5004512103], ""type"": ""Point""}";1066568;SIMPLE;ROND;34.76;0
47.4950390036, -0.4388644861;"{""coordinates"": [-0.4388644861, 47.4950390036], ""type"": ""Point""}";1066564;SIMPLE;ROND;31.628;0
47.4913365537, -0.4239663332;"{""coordinates"": [-0.4239663332, 47.4913365537], ""type"": ""Point""}";1066561;SIMPLE;ROND;0;0
47.4978998573, -0.4188746257;"{""coordinates"": [-0.4188746257, 47.4978998573], ""type"": ""Point""}";1066550;SIMPLE;ROND;34.12;33.27
47.4983938784, -0.4215384349;"{""coordinates"": [-0.4215384349, 47.4983938784], ""type"": ""Point""}";1066545;SIMPLE;ROND;35.26;0
47.4987620802, -0.4222357562;"{""coordinates"": [-0.4222357562, 47.4987620802], ""type"": ""Point""}";1066544;SIMPLE;ROND;35.29;0
47.4988177047, -0.42233965;"{""coordinates"": [-0.42233965, 47.4988177047], ""type"": ""Point""}";1066543;SIMPLE;ROND;0;0
47.4990462845, -0.422805175;"{""coordinates"": [-0.422805175, 47.4990462845], ""type"": ""Point""}";1066542;SIMPLE;ROND;0;0
47.4995421149, -0.4242539539;"{""coordinates"": [-0.4242539539, 47.4995421149], ""type"": ""Point""}";1066541;SIMPLE;ROND;0;0
47.4993291815, -0.4235796467;"{""coordinates"": [-0.4235796467, 47.4993291815], ""type"": ""Point""}";1066540;SIMPLE;ROND;35.61;0
47.4949650836, -0.4297035025;"{""coordinates"": [-0.4297035025, 47.4949650836], ""type"": ""Point""}";1066539;SIMPLE;ROND;37.13;36.19
47.4973209836, -0.4300957228;"{""coordinates"": [-0.4300957228, 47.4973209836], ""type"": ""Point""}";1066536;SIMPLE;ROND;0;0
47.4979910715, -0.4354327505;"{""coordinates"": [-0.4354327505, 47.4979910715], ""type"": ""Point""}";1066535;SIMPLE;ROND;0;0
47.496218415, -0.4318390368;"{""coordinates"": [-0.4318390368, 47.496218415], ""type"": ""Point""}";1066534;SIMPLE;ROND;0;0
47.4964002714, -0.4322546637;"{""coordinates"": [-0.4322546637, 47.4964002714], ""type"": ""Point""}";1066533;SIMPLE;ROND;0;0
47.4970273202, -0.4315165834;"{""coordinates"": [-0.4315165834, 47.4970273202], ""type"": ""Point""}";1066532;SIMPLE;ROND;0;0
47.5016659879, -0.4306797071;"{""coordinates"": [-0.4306797071, 47.5016659879], ""type"": ""Point""}";1066531;SIMPLE;ROND;0;0
47.4987987737, -0.4251718382;"{""coordinates"": [-0.4251718382, 47.4987987737], ""type"": ""Point""}";1066530;SIMPLE;ROND;36.07;0
47.4992497006, -0.4246695225;"{""coordinates"": [-0.4246695225, 47.4992497006], ""type"": ""Point""}";1066529;SIMPLE;ROND;36.02;0
47.4982618757, -0.4257829823;"{""coordinates"": [-0.4257829823, 47.4982618757], ""type"": ""Point""}";1066528;SIMPLE;ROND;36.5;0
47.4982870769, -0.425801482;"{""coordinates"": [-0.425801482, 47.4982870769], ""type"": ""Point""}";1066527;SIMPLE;ROND;0;0
47.4983414361, -0.4259054299;"{""coordinates"": [-0.4259054299, 47.4983414361], ""type"": ""Point""}";1066526;SIMPLE;ROND;0;0
47.4991901131, -0.4273710362;"{""coordinates"": [-0.4273710362, 47.4991901131], ""type"": ""Point""}";1066525;SIMPLE;ROND;36.268;0
47.499342495, -0.4275182544;"{""coordinates"": [-0.4275182544, 47.499342495], ""type"": ""Point""}";1066524;SIMPLE;ROND;36.365;0
47.4997241452, -0.4272999128;"{""coordinates"": [-0.4272999128, 47.4997241452], ""type"": ""Point""}";1066523;SIMPLE;ROND;35.398;0
47.4992632738, -0.4273115925;"{""coordinates"": [-0.4273115925, 47.4992632738], ""type"": ""Point""}";1066522;SIMPLE;ROND;36.351;0
47.4942992139, -0.4221587385;"{""coordinates"": [-0.4221587385, 47.4942992139], ""type"": ""Point""}";1066521;SIMPLE;ROND;34.47;0
47.4941942495, -0.4218603765;"{""coordinates"": [-0.4218603765, 47.4941942495], ""type"": ""Point""}";1066520;SIMPLE;ROND;34.06;0
47.4942362946, -0.4218300098;"{""coordinates"": [-0.4218300098, 47.4942362946], ""type"": ""Point""}";1066519;SIMPLE;ROND;34.12;32.92
47.4913993199, -0.4246614015;"{""coordinates"": [-0.4246614015, 47.4913993199], ""type"": ""Point""}";1066514;SIMPLE;ROND;36.09;0
47.4914039158, -0.4248282758;"{""coordinates"": [-0.4248282758, 47.4914039158], ""type"": ""Point""}";1066513;SIMPLE;ROND;36.38;0
47.4913728948, -0.4252064532;"{""coordinates"": [-0.4252064532, 47.4913728948], ""type"": ""Point""}";1066512;SIMPLE;ROND;36.81;0
47.4914035769, -0.4249520581;"{""coordinates"": [-0.4249520581, 47.4914035769], ""type"": ""Point""}";1066511;SIMPLE;ROND;36.36;0
47.4917816682, -0.4253941049;"{""coordinates"": [-0.4253941049, 47.4917816682], ""type"": ""Point""}";1066510;SIMPLE;ROND;37.337;36.387
47.491792685, -0.4255265914;"{""coordinates"": [-0.4255265914, 47.491792685], ""type"": ""Point""}";1066509;SIMPLE;ROND;37.41;36.41
47.4916415557, -0.425974594;"{""coordinates"": [-0.425974594, 47.4916415557], ""type"": ""Point""}";1066508;SIMPLE;ROND;37.723;36.723
47.4915183515, -0.4263279574;"{""coordinates"": [-0.4263279574, 47.4915183515], ""type"": ""Point""}";1066507;SIMPLE;ROND;37.919;36.899
47.4913512875, -0.4268668498;"{""coordinates"": [-0.4268668498, 47.4913512875], ""type"": ""Point""}";1066506;SIMPLE;ROND;38.219;37.319
47.4923206053, -0.4273126923;"{""coordinates"": [-0.4273126923, 47.4923206053], ""type"": ""Point""}";1066505;SIMPLE;ROND;38.4;0
47.4914097166, -0.4271491829;"{""coordinates"": [-0.4271491829, 47.4914097166], ""type"": ""Point""}";1066504;SIMPLE;ROND;38.435;37.835
47.4912718368, -0.4271200866;"{""coordinates"": [-0.4271200866, 47.4912718368], ""type"": ""Point""}";1066503;SIMPLE;ROND;38.206;37.566
47.49117049, -0.4274315521;"{""coordinates"": [-0.4274315521, 47.49117049], ""type"": ""Point""}";1066502;SIMPLE;ROND;38.642;37.822
47.4910059762, -0.4277053285;"{""coordinates"": [-0.4277053285, 47.4910059762], ""type"": ""Point""}";1066501;SIMPLE;ROND;38.898;37.978
47.4908259801, -0.4278363672;"{""coordinates"": [-0.4278363672, 47.4908259801], ""type"": ""Point""}";1066500;SIMPLE;ROND;38.849;37.989
47.4908043732, -0.4278393551;"{""coordinates"": [-0.4278393551, 47.4908043732], ""type"": ""Point""}";1066499;SIMPLE;ROND;38.82;38.02
47.4906889447, -0.4279942236;"{""coordinates"": [-0.4279942236, 47.4906889447], ""type"": ""Point""}";1066498;SIMPLE;ROND;38.083;37.153
47.4906804492, -0.4279073317;"{""coordinates"": [-0.4279073317, 47.4906804492], ""type"": ""Point""}";1066497;SIMPLE;ROND;38.868;38.108
47.4940817997, -0.4404926347;"{""coordinates"": [-0.4404926347, 47.4940817997], ""type"": ""Point""}";1066496;SIMPLE;ROND;30.82;29.82
47.5006571791, -0.4322611491;"{""coordinates"": [-0.4322611491, 47.5006571791], ""type"": ""Point""}";1066495;SIMPLE;ROND;36.72;0
47.5011071615, -0.4320584165;"{""coordinates"": [-0.4320584165, 47.5011071615], ""type"": ""Point""}";1066494;SIMPLE;ROND;36.17;0
47.5009960246, -0.4317989228;"{""coordinates"": [-0.4317989228, 47.5009960246], ""type"": ""Point""}";1066493;SIMPLE;ROND;36.24;0
47.4985105345, -0.4268945601;"{""coordinates"": [-0.4268945601, 47.4985105345], ""type"": ""Point""}";1066490;SIMPLE;ROND;35.07;0
47.496245683, -0.4249498989;"{""coordinates"": [-0.4249498989, 47.496245683], ""type"": ""Point""}";1066489;SIMPLE;ROND;36.32;0
47.4960860809, -0.4247393934;"{""coordinates"": [-0.4247393934, 47.4960860809], ""type"": ""Point""}";1066488;SIMPLE;ROND;36.15;0
47.4959794549, -0.4245064029;"{""coordinates"": [-0.4245064029, 47.4959794549], ""type"": ""Point""}";1066486;SIMPLE;ROND;35.97;0
47.4960288041, -0.4245364234;"{""coordinates"": [-0.4245364234, 47.4960288041], ""type"": ""Point""}";1066485;SIMPLE;ROND;35.98;0
47.4961687319, -0.4250400516;"{""coordinates"": [-0.4250400516, 47.4961687319], ""type"": ""Point""}";1066484;SIMPLE;ROND;36.16;0
47.4960838779, -0.4251021941;"{""coordinates"": [-0.4251021941, 47.4960838779], ""type"": ""Point""}";1066483;SIMPLE;ROND;36.38;0
47.5008690465, -0.4273870274;"{""coordinates"": [-0.4273870274, 47.5008690465], ""type"": ""Point""}";1066482;SIMPLE;ROND;35.85;35.15
47.5007578467, -0.4269987992;"{""coordinates"": [-0.4269987992, 47.5007578467], ""type"": ""Point""}";1066481;SIMPLE;ROND;35.8;0
