Geo Point;Geo Shape;GID;DIAMETRE;MATERIAU;DATEPOSE;RADIER;ZSURF;EXPLOIT;NUMERO
47.4712505226, -0.515554173;"{""coordinates"": [-0.515554173, 47.4712505226], ""type"": ""Point""}";69419;1000;BETON;2022-05-01;42.18;43.6;NON PRIS GESTION;1873674
47.471281523, -0.5156094763;"{""coordinates"": [-0.5156094763, 47.471281523], ""type"": ""Point""}";69421;1000;BETON;2022-05-01;42.27;43.78;PRIVEE;1873677
47.4508470863, -0.5983320097;"{""coordinates"": [-0.5983320097, 47.4508470863], ""type"": ""Point""}";71061;1000;BETON;2015-09-01;40.28;42.39;ANGERS LOIRE METROPOLE;1891788
47.4514136313, -0.5992247825;"{""coordinates"": [-0.5992247825, 47.4514136313], ""type"": ""Point""}";71062;1000;BETON;2015-09-01;43.07;44.54;ANGERS LOIRE METROPOLE;1891792
47.4512063452, -0.5982026304;"{""coordinates"": [-0.5982026304, 47.4512063452], ""type"": ""Point""}";71065;1000;BETON;2015-09-01;40.56;42.29;ANGERS LOIRE METROPOLE;1891798
47.4814784061, -0.4802138991;"{""coordinates"": [-0.4802138991, 47.4814784061], ""type"": ""Point""}";49901;1000;PEHD;2017-04-01;29.31;30.81;ANGERS LOIRE METROPOLE;876239
47.5044401247, -0.3773512334;"{""coordinates"": [-0.3773512334, 47.5044401247], ""type"": ""Point""}";69758;1000;BETON;2020-10-01;44.84;46.42;NON PRIS GESTION;1876454
47.5044507579, -0.3787027618;"{""coordinates"": [-0.3787027618, 47.5044507579], ""type"": ""Point""}";69759;1000;BETON;2020-10-01;43.9;45.61;NON PRIS GESTION;1876455
47.503993324, -0.3787391316;"{""coordinates"": [-0.3787391316, 47.503993324], ""type"": ""Point""}";69762;1000;BETON;2020-10-01;42.63;44.47;NON PRIS GESTION;1876463
47.5038532287, -0.3791056853;"{""coordinates"": [-0.3791056853, 47.5038532287], ""type"": ""Point""}";69763;1000;BETON;2020-10-01;42.89;44.63;NON PRIS GESTION;1876464
47.5252984529, -0.4719494069;"{""coordinates"": [-0.4719494069, 47.5252984529], ""type"": ""Point""}";65806;;;;0;0;;1645134
47.5252783119, -0.4719694891;"{""coordinates"": [-0.4719694891, 47.5252783119], ""type"": ""Point""}";65807;1000;BETON;;0;0;;1645137
47.432645587, -0.5187613964;"{""coordinates"": [-0.5187613964, 47.432645587], ""type"": ""Point""}";66621;1000;BETON;2021-09-01;16.23;18.96;ANGERS LOIRE METROPOLE;1651899
47.4320810863, -0.5185676884;"{""coordinates"": [-0.5185676884, 47.4320810863], ""type"": ""Point""}";66626;1000;BETON;2021-09-01;16.07;19.07;ANGERS LOIRE METROPOLE;1651908
47.4319906342, -0.5183479245;"{""coordinates"": [-0.5183479245, 47.4319906342], ""type"": ""Point""}";66632;1000;BETON;2021-09-01;17.09;19.08;ANGERS LOIRE METROPOLE;1651940
47.445000762, -0.5417292935;"{""coordinates"": [-0.5417292935, 47.445000762], ""type"": ""Point""}";69720;1000;BETON;2023-02-01;32.77;34.51;ANGERS LOIRE METROPOLE;1875505
47.4653130812, -0.5230463303;"{""coordinates"": [-0.5230463303, 47.4653130812], ""type"": ""Point""}";67344;1000;BETON;2022-04-01;37.97;39.13;NON PRIS GESTION;1773166
47.4524433172, -0.5383916613;"{""coordinates"": [-0.5383916613, 47.4524433172], ""type"": ""Point""}";64782;1000;BETON;2020-12-01;33.61;36.6;ANGERS LOIRE METROPOLE;1637824
47.4734213034, -0.5172742711;"{""coordinates"": [-0.5172742711, 47.4734213034], ""type"": ""Point""}";71078;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;1892204
47.4821698288, -0.5468043792;"{""coordinates"": [-0.5468043792, 47.4821698288], ""type"": ""Point""}";61152;1000;BETON;2019-04-01;19.59;20.91;NON PRIS GESTION;1475340
47.4650778327, -0.5243198669;"{""coordinates"": [-0.5243198669, 47.4650778327], ""type"": ""Point""}";67348;1000;BETON;2022-04-01;37.34;38.66;NON PRIS GESTION;1773175
47.4575677906, -0.5215425518;"{""coordinates"": [-0.5215425518, 47.4575677906], ""type"": ""Point""}";68743;1000;BETON;2016-10-01;37.66;39.04;NON PRIS GESTION;1868097
47.4276726698, -0.7051179886;"{""coordinates"": [-0.7051179886, 47.4276726698], ""type"": ""Point""}";63923;1000;BETON;2018-11-01;71.39;73.65;ANGERS LOIRE METROPOLE;1626361
47.472443205, -0.5419013048;"{""coordinates"": [-0.5419013048, 47.472443205], ""type"": ""Point""}";65957;1000;BETON;2020-10-01;34.64;36.67;ANGERS LOIRE METROPOLE;1646784
47.4739830948, -0.529506873;"{""coordinates"": [-0.529506873, 47.4739830948], ""type"": ""Point""}";65849;1000;BETON;2020-12-01;32.16;33.93;ANGERS LOIRE METROPOLE;1645905
47.4747537248, -0.5292160158;"{""coordinates"": [-0.5292160158, 47.4747537248], ""type"": ""Point""}";65852;1000;BETON;2020-12-01;35.27;37.84;ANGERS LOIRE METROPOLE;1645911
47.4952202903, -0.5582117613;"{""coordinates"": [-0.5582117613, 47.4952202903], ""type"": ""Point""}";67422;1000;BETON;2021-03-01;47.65;50.37;NON PRIS GESTION;1773741
47.4952303266, -0.5603435907;"{""coordinates"": [-0.5603435907, 47.4952303266], ""type"": ""Point""}";67427;1000;BETON;2021-03-01;45.33;46.93;NON PRIS GESTION;1773751
47.4954679473, -0.5602091415;"{""coordinates"": [-0.5602091415, 47.4954679473], ""type"": ""Point""}";67430;1000;BETON;2021-03-01;45.52;46.26;NON PRIS GESTION;1773756
47.4665720204, -0.3459738498;"{""coordinates"": [-0.3459738498, 47.4665720204], ""type"": ""Point""}";71461;1000;BETON;2023-12-01;18.19;19.96;ANGERS LOIRE METROPOLE;1895505
47.4906660114, -0.4893065346;"{""coordinates"": [-0.4893065346, 47.4906660114], ""type"": ""Point""}";67881;1000;BETON;2021-12-01;26.9;27.92;PRIVEE;1777738
47.4902816445, -0.4904536979;"{""coordinates"": [-0.4904536979, 47.4902816445], ""type"": ""Point""}";67886;1000;BETON;2021-12-01;25.51;28.2;NON PRIS GESTION;1777747
47.4900179603, -0.4899161574;"{""coordinates"": [-0.4899161574, 47.4900179603], ""type"": ""Point""}";67888;1000;BETON;2021-12-01;26.53;27.95;PRIVEE;1777752
47.4604484162, -0.3913888863;"{""coordinates"": [-0.3913888863, 47.4604484162], ""type"": ""Point""}";64504;1000;BETON;2020-12-01;0;19.08;NON PRIS GESTION;1636550
47.4821583581, -0.481271757;"{""coordinates"": [-0.481271757, 47.4821583581], ""type"": ""Point""}";49921;1000;PEHD;2017-04-01;31.56;33.25;ANGERS LOIRE METROPOLE;876259
47.49519225, -0.4467368883;"{""coordinates"": [-0.4467368883, 47.49519225], ""type"": ""Point""}";49941;1000;BETON;2017-04-01;0;0;ANGERS LOIRE METROPOLE;876289
47.4905694231, -0.5578747743;"{""coordinates"": [-0.5578747743, 47.4905694231], ""type"": ""Point""}";57961;1000;BETON;2015-10-01;45.43;46.34;NON PRIS GESTION;963398
47.4902757507, -0.5578880285;"{""coordinates"": [-0.5578880285, 47.4902757507], ""type"": ""Point""}";57965;1000;BETON;2015-10-01;44.9;46.25;NON PRIS GESTION;963406
47.4900803559, -0.5569790284;"{""coordinates"": [-0.5569790284, 47.4900803559], ""type"": ""Point""}";57966;1000;BETON;2015-10-01;43.5;46.7;NON PRIS GESTION;963407
47.4895348834, -0.5573211971;"{""coordinates"": [-0.5573211971, 47.4895348834], ""type"": ""Point""}";58005;1000;BETON;2015-10-01;42.33;44.97;NON PRIS GESTION;963445
47.4893555572, -0.5581443528;"{""coordinates"": [-0.5581443528, 47.4893555572], ""type"": ""Point""}";58009;1000;BETON;2015-10-01;41.89;43.58;NON PRIS GESTION;963453
47.4881808692, -0.5577384027;"{""coordinates"": [-0.5577384027, 47.4881808692], ""type"": ""Point""}";58023;1000;BETON;2015-10-01;38.8;40.1;NON PRIS GESTION;963482
47.5206238798, -0.4681712694;"{""coordinates"": [-0.4681712694, 47.5206238798], ""type"": ""Point""}";58743;1000;BETON;;36.8;37.92;ANGERS LOIRE METROPOLE;1143483
47.470025838, -0.4976080634;"{""coordinates"": [-0.4976080634, 47.470025838], ""type"": ""Point""}";49625;1000;BETON;2017-12-01;40.28;43.06;ANGERS LOIRE METROPOLE;856667
47.5601261307, -0.6804707494;"{""coordinates"": [-0.6804707494, 47.5601261307], ""type"": ""Point""}";59854;1000;BETON;;56.49;58.73;NON PRIS GESTION;1342447
47.4903713917, -0.5568116257;"{""coordinates"": [-0.5568116257, 47.4903713917], ""type"": ""Point""}";58042;1000;BETON;2015-10-01;44.52;47.02;NON PRIS GESTION;963501
47.4895668774, -0.5570717383;"{""coordinates"": [-0.5570717383, 47.4895668774], ""type"": ""Point""}";58061;1000;BETON;2015-10-01;42.94;45.11;NON PRIS GESTION;963518
47.4903647744, -0.5583214915;"{""coordinates"": [-0.5583214915, 47.4903647744], ""type"": ""Point""}";58067;1000;BETON;2015-10-01;43.78;45.5;NON PRIS GESTION;963531
47.4901289443, -0.5586638242;"{""coordinates"": [-0.5586638242, 47.4901289443], ""type"": ""Point""}";58068;1000;BETON;2015-10-01;42.74;44.79;NON PRIS GESTION;963533
47.4899032798, -0.5588135485;"{""coordinates"": [-0.5588135485, 47.4899032798], ""type"": ""Point""}";58069;1000;BETON;2015-10-01;42.26;43.78;NON PRIS GESTION;963534
47.562028141, -0.6723444181;"{""coordinates"": [-0.6723444181, 47.562028141], ""type"": ""Point""}";69837;1000;BETON;2022-12-01;49.17;50.36;NON PRIS GESTION;1877285
47.4749703903, -0.5522302081;"{""coordinates"": [-0.5522302081, 47.4749703903], ""type"": ""Point""}";69959;1000;BETON;2023-03-01;18.13;19.9;ANGERS LOIRE METROPOLE;1878370
47.4681021599, -0.3443527375;"{""coordinates"": [-0.3443527375, 47.4681021599], ""type"": ""Point""}";69968;1000;BETON;2022-10-01;18.95;20.35;ANGERS LOIRE METROPOLE;1878440
47.4673546757, -0.3434683959;"{""coordinates"": [-0.3434683959, 47.4673546757], ""type"": ""Point""}";69971;1000;BETON;2022-10-01;19.06;20.16;ANGERS LOIRE METROPOLE;1878445
47.490664527, -0.5778934813;"{""coordinates"": [-0.5778934813, 47.490664527], ""type"": ""Point""}";73063;1000;BETON;2023-01-01;0;51.78;ANGERS LOIRE METROPOLE;1917784
47.530131943, -0.6208613717;"{""coordinates"": [-0.6208613717, 47.530131943], ""type"": ""Point""}";67552;1000;BETON;2022-04-01;57.97;60.55;ANGERS LOIRE METROPOLE;1775527
47.4684611198, -0.3559418453;"{""coordinates"": [-0.3559418453, 47.4684611198], ""type"": ""Point""}";60323;1000;BETON;2019-02-01;0;18.03;ANGERS LOIRE METROPOLE;1364207
47.4452778527, -0.5411795529;"{""coordinates"": [-0.5411795529, 47.4452778527], ""type"": ""Point""}";69706;1000;BETON;2023-02-01;33.47;34.91;ANGERS LOIRE METROPOLE;1875473
47.4840363104, -0.5466217611;"{""coordinates"": [-0.5466217611, 47.4840363104], ""type"": ""Point""}";71518;1000;BETON;2023-08-01;18.74;20.57;NON PRIS GESTION;1896973
47.4658582148, -0.5040485129;"{""coordinates"": [-0.5040485129, 47.4658582148], ""type"": ""Point""}";67782;1000;BETON;2021-06-01;39.44;40.5;ANGERS LOIRE METROPOLE;1777254
47.4659057109, -0.5042546674;"{""coordinates"": [-0.5042546674, 47.4659057109], ""type"": ""Point""}";67785;1000;BETON;2021-06-01;39.55;40.45;ANGERS LOIRE METROPOLE;1777262
47.4861755981, -0.6799152959;"{""coordinates"": [-0.6799152959, 47.4861755981], ""type"": ""Point""}";67327;1000;BETON;2019-06-01;49.47;50.21;ANGERS LOIRE METROPOLE;1773074
47.5004774554, -0.3215067839;"{""coordinates"": [-0.3215067839, 47.5004774554], ""type"": ""Point""}";72118;1000;BETON;1950-01-01;30;32.17;ANGERS LOIRE METROPOLE;830251
47.4690671924, -0.5579642825;"{""coordinates"": [-0.5579642825, 47.4690671924], ""type"": ""Point""}";72261;1000;BETON;2024-07-01;38.31;40.27;ANGERS LOIRE METROPOLE;1908647
47.4661638477, -0.3513771572;"{""coordinates"": [-0.3513771572, 47.4661638477], ""type"": ""Point""}";48725;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;843684
47.4809433033, -0.537116354;"{""coordinates"": [-0.537116354, 47.4809433033], ""type"": ""Point""}";72584;1000;BETON;2024-06-01;36.07;38.75;ANGERS LOIRE METROPOLE;1914080
47.4364586226, -0.5203527384;"{""coordinates"": [-0.5203527384, 47.4364586226], ""type"": ""Point""}";50181;1000;BETON;;0;0;;917478
47.4361376463, -0.5198651365;"{""coordinates"": [-0.5198651365, 47.4361376463], ""type"": ""Point""}";50182;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;917481
47.4769925643, -0.5887951045;"{""coordinates"": [-0.5887951045, 47.4769925643], ""type"": ""Point""}";70609;1000;BETON;2023-10-01;46.08;47.68;ANGERS LOIRE METROPOLE;1888261
47.4760049126, -0.5858870992;"{""coordinates"": [-0.5858870992, 47.4760049126], ""type"": ""Point""}";70625;1000;BETON;;0;0;;1888320
47.4748019314, -0.5863540562;"{""coordinates"": [-0.5863540562, 47.4748019314], ""type"": ""Point""}";70629;1000;BETON;2023-10-01;40.16;41.66;ANGERS LOIRE METROPOLE;1888337
47.5403245001, -0.6715022554;"{""coordinates"": [-0.6715022554, 47.5403245001], ""type"": ""Point""}";57885;1000;BETON;2013-03-01;80.96;83.36;ANGERS LOIRE METROPOLE;951193
47.4894940446, -0.5567088459;"{""coordinates"": [-0.5567088459, 47.4894940446], ""type"": ""Point""}";58726;1000;BETON;2018-06-01;43.08;44.85;NON PRIS GESTION;1126489
47.4843142828, -0.5573273576;"{""coordinates"": [-0.5573273576, 47.4843142828], ""type"": ""Point""}";59703;1000;BETON;2018-09-01;30.19;31.5;ANGERS LOIRE METROPOLE;1338785
47.4877017969, -0.5682299968;"{""coordinates"": [-0.5682299968, 47.4877017969], ""type"": ""Point""}";61085;1000;BETON;;43.49;44.9;ANGERS LOIRE METROPOLE;1475171
47.4763762084, -0.3425885391;"{""coordinates"": [-0.3425885391, 47.4763762084], ""type"": ""Point""}";61701;1000;BETON;2006-01-01;36.17;39.01;ANGERS LOIRE METROPOLE;1602678
47.476737687, -0.3463529206;"{""coordinates"": [-0.3463529206, 47.476737687], ""type"": ""Point""}";61707;1000;BETON;2006-01-01;32.38;34.98;ANGERS LOIRE METROPOLE;1602691
47.4274944394, -0.5564869969;"{""coordinates"": [-0.5564869969, 47.4274944394], ""type"": ""Point""}";72280;1000;BETON;2024-07-01;25.46;26.76;ANGERS LOIRE METROPOLE;1908858
47.4824757803, -0.6779091735;"{""coordinates"": [-0.6779091735, 47.4824757803], ""type"": ""Point""}";60001;1000;BETON;2018-10-01;59.48;60.82;ANGERS LOIRE METROPOLE;1343339
47.4436510108, -0.527292931;"{""coordinates"": [-0.527292931, 47.4436510108], ""type"": ""Point""}";64801;600;PP;2021-01-01;29.9;31.2;ANGERS LOIRE METROPOLE;1637939
47.4701333715, -0.345551555;"{""coordinates"": [-0.345551555, 47.4701333715], ""type"": ""Point""}";61923;1000;BETON;2018-06-01;21.72;23.11;NON PRIS GESTION;1607424
47.4698562521, -0.345585874;"{""coordinates"": [-0.345585874, 47.4698562521], ""type"": ""Point""}";61925;1000;BETON;2018-06-01;21.54;22.7;NON PRIS GESTION;1607428
47.4716513084, -0.5646723514;"{""coordinates"": [-0.5646723514, 47.4716513084], ""type"": ""Point""}";65366;200;;2020-10-01;0;0;ANGERS LOIRE METROPOLE;1641245
47.3638990146, -0.5207983475;"{""coordinates"": [-0.5207983475, 47.3638990146], ""type"": ""Point""}";66810;1000;BETON;2021-11-01;41.7;43.13;ANGERS LOIRE METROPOLE;1659574
47.4873508646, -0.5759025071;"{""coordinates"": [-0.5759025071, 47.4873508646], ""type"": ""Point""}";67305;1000;BETON;2022-04-01;47.49;49.54;ANGERS LOIRE METROPOLE;1772947
47.4880742512, -0.5770049442;"{""coordinates"": [-0.5770049442, 47.4880742512], ""type"": ""Point""}";67308;1000;BETON;2022-04-01;47.98;49.3;ANGERS LOIRE METROPOLE;1772953
47.4529714243, -0.4617440252;"{""coordinates"": [-0.4617440252, 47.4529714243], ""type"": ""Point""}";60743;1000;BETON;2010-06-01;22.14;24.56;NON PRIS GESTION;628090
47.4531430094, -0.4600272808;"{""coordinates"": [-0.4600272808, 47.4531430094], ""type"": ""Point""}";60747;1000;BETON;2017-11-01;23.15;24.91;NON PRIS GESTION;1374669
47.4882896563, -0.5263520596;"{""coordinates"": [-0.5263520596, 47.4882896563], ""type"": ""Point""}";72519;1000;BETON;2024-09-01;45.54;47.37;ANGERS LOIRE METROPOLE;1913203
47.4878097107, -0.5266244922;"{""coordinates"": [-0.5266244922, 47.4878097107], ""type"": ""Point""}";72524;1000;BETON;2024-09-01;44.24;46.5;ANGERS LOIRE METROPOLE;1913215
47.4729364915, -0.565908324;"{""coordinates"": [-0.565908324, 47.4729364915], ""type"": ""Point""}";65224;1000;BETON;2020-10-01;21.49;24.75;ANGERS LOIRE METROPOLE;1640421
47.4726552591, -0.5658976643;"{""coordinates"": [-0.5658976643, 47.4726552591], ""type"": ""Point""}";65227;1000;BETON;2020-10-01;0;0;ANGERS LOIRE METROPOLE;1640432
47.5094145769, -0.3784403725;"{""coordinates"": [-0.3784403725, 47.5094145769], ""type"": ""Point""}";73084;1000;BETON;2000-01-01;0;0;ANGERS LOIRE METROPOLE;1918130
47.5066512131, -0.3801774753;"{""coordinates"": [-0.3801774753, 47.5066512131], ""type"": ""Point""}";73090;1000;BETON;2000-01-01;0;0;ANGERS LOIRE METROPOLE;1918136
47.4788715028, -0.5988718647;"{""coordinates"": [-0.5988718647, 47.4788715028], ""type"": ""Point""}";68469;1000;BETON;1950-01-01;0;0;PRIVEE;1866239
47.4798949944, -0.5339950256;"{""coordinates"": [-0.5339950256, 47.4798949944], ""type"": ""Point""}";65602;1000;BETON;2006-05-01;40.79;42.83;ANGERS LOIRE METROPOLE;1643345
47.4776494222, -0.5905969311;"{""coordinates"": [-0.5905969311, 47.4776494222], ""type"": ""Point""}";70600;1000;BETON;2023-10-01;46.46;47.74;ANGERS LOIRE METROPOLE;1888216
47.5663052345, -0.6101695863;"{""coordinates"": [-0.6101695863, 47.5663052345], ""type"": ""Point""}";71811;1000;BETON;2024-03-01;22.13;23.26;ANGERS LOIRE METROPOLE;1901941
47.3878038191, -0.665382621;"{""coordinates"": [-0.665382621, 47.3878038191], ""type"": ""Point""}";57763;1000;BETON;2018-06-01;47.95;49.37;NON PRIS GESTION;950723
47.4808067166, -0.6886970217;"{""coordinates"": [-0.6886970217, 47.4808067166], ""type"": ""Point""}";69461;1000;BETON;;0;0;;1874238
47.4807996528, -0.6887856603;"{""coordinates"": [-0.6887856603, 47.4807996528], ""type"": ""Point""}";69462;1000;BETON;;0;0;;1874239
47.4806022736, -0.6892505286;"{""coordinates"": [-0.6892505286, 47.4806022736], ""type"": ""Point""}";69463;1000;BETON;;0;0;;1874241
47.4803087429, -0.6891312977;"{""coordinates"": [-0.6891312977, 47.4803087429], ""type"": ""Point""}";69466;1000;BETON;2021-01-01;60.94;63.94;ANGERS LOIRE METROPOLE;1874247
47.4793823598, -0.6871228406;"{""coordinates"": [-0.6871228406, 47.4793823598], ""type"": ""Point""}";69475;1000;BETON;2021-01-01;65.92;67.26;ANGERS LOIRE METROPOLE;1874265
47.4794901833, -0.6879450958;"{""coordinates"": [-0.6879450958, 47.4794901833], ""type"": ""Point""}";69473;1000;BETON;2021-01-01;64.56;66.46;ANGERS LOIRE METROPOLE;1874261
47.4930141678, -0.5587007043;"{""coordinates"": [-0.5587007043, 47.4930141678], ""type"": ""Point""}";62044;1000;BETON;2019-06-01;48.09;49.3;NON PRIS GESTION;1611598
47.4266807843, -0.7014174276;"{""coordinates"": [-0.7014174276, 47.4266807843], ""type"": ""Point""}";70362;1000;BETON;2023-09-01;71.61;0;ANGERS LOIRE METROPOLE;1882856
47.4266309524, -0.7011350274;"{""coordinates"": [-0.7011350274, 47.4266309524], ""type"": ""Point""}";70363;1000;BETON;2023-09-01;71.79;0;ANGERS LOIRE METROPOLE;1882858
47.5299555434, -0.6196828347;"{""coordinates"": [-0.6196828347, 47.5299555434], ""type"": ""Point""}";67561;600;PP;2022-04-01;58.63;60.17;ANGERS LOIRE METROPOLE;1775560
47.5299035794, -0.619697501;"{""coordinates"": [-0.619697501, 47.5299035794], ""type"": ""Point""}";67562;1000;BETON;2022-04-01;58.6;60.06;ANGERS LOIRE METROPOLE;1775562
47.5302483876, -0.6223695246;"{""coordinates"": [-0.6223695246, 47.5302483876], ""type"": ""Point""}";67565;1000;BETON;2022-04-01;59.74;61.61;ANGERS LOIRE METROPOLE;1775576
47.4599268537, -0.3896568288;"{""coordinates"": [-0.3896568288, 47.4599268537], ""type"": ""Point""}";62742;1000;BETON;2019-07-01;21.43;23.59;ANGERS LOIRE METROPOLE;1617860
47.4605497993, -0.3888164172;"{""coordinates"": [-0.3888164172, 47.4605497993], ""type"": ""Point""}";62744;1000;BETON;2019-07-01;21.73;23.76;ANGERS LOIRE METROPOLE;1617488
47.4587501269, -0.3908398072;"{""coordinates"": [-0.3908398072, 47.4587501269], ""type"": ""Point""}";62747;1000;BETON;2019-07-01;20.42;21.98;ANGERS LOIRE METROPOLE;1617867
47.4592221908, -0.3904223071;"{""coordinates"": [-0.3904223071, 47.4592221908], ""type"": ""Point""}";62748;1000;BETON;2019-07-01;20.8;22.66;ANGERS LOIRE METROPOLE;1617496
47.4583742765, -0.3911664033;"{""coordinates"": [-0.3911664033, 47.4583742765], ""type"": ""Point""}";62751;1000;BETON;2019-07-01;19.81;21.2;ANGERS LOIRE METROPOLE;1617877
47.428914341, -0.5561038367;"{""coordinates"": [-0.5561038367, 47.428914341], ""type"": ""Point""}";64303;1000;BETON;2020-09-01;24.46;26.61;ANGERS LOIRE METROPOLE;1635355
47.4286551837, -0.5550846782;"{""coordinates"": [-0.5550846782, 47.4286551837], ""type"": ""Point""}";64305;1000;BETON;2020-09-01;24.23;25.94;ANGERS LOIRE METROPOLE;1635359
47.4281251354, -0.5540929199;"{""coordinates"": [-0.5540929199, 47.4281251354], ""type"": ""Point""}";64309;1000;BETON;2020-09-01;23.88;25.3;ANGERS LOIRE METROPOLE;1635367
47.4363568243, -0.4952240002;"{""coordinates"": [-0.4952240002, 47.4363568243], ""type"": ""Point""}";62925;1000;BETON;2014-09-01;17.63;20.56;ANGERS LOIRE METROPOLE;1618726
47.530381876, -0.6023179744;"{""coordinates"": [-0.6023179744, 47.530381876], ""type"": ""Point""}";66821;1000;BETON;2017-07-01;50.49;51.57;PRIVEE;1661507
47.5305343688, -0.6013107471;"{""coordinates"": [-0.6013107471, 47.5305343688], ""type"": ""Point""}";66824;1000;BETON;2017-07-01;48.12;49.5;PRIVEE;1661512
47.5306569274, -0.6009751333;"{""coordinates"": [-0.6009751333, 47.5306569274], ""type"": ""Point""}";66826;1000;BETON;2017-07-01;47.67;49.26;PRIVEE;1661516
47.4293112962, -0.5534781664;"{""coordinates"": [-0.5534781664, 47.4293112962], ""type"": ""Point""}";64333;1000;BETON;2020-09-01;24.94;27.32;NON PRIS GESTION;1635391
47.4290196195, -0.5536720231;"{""coordinates"": [-0.5536720231, 47.4290196195], ""type"": ""Point""}";64334;1000;BETON;2020-09-01;24.36;26.74;NON PRIS GESTION;1635394
47.4289600689, -0.5549297966;"{""coordinates"": [-0.5549297966, 47.4289600689], ""type"": ""Point""}";64348;1000;BETON;2020-09-01;24.49;25.93;NON PRIS GESTION;1635433
47.4297196174, -0.5542359527;"{""coordinates"": [-0.5542359527, 47.4297196174], ""type"": ""Point""}";64352;1000;BETON;2020-09-01;26.03;27.63;NON PRIS GESTION;1635440
47.4615353102, -0.7076159659;"{""coordinates"": [-0.7076159659, 47.4615353102], ""type"": ""Point""}";57447;1000;BETON;2016-10-01;60.18;61.36;NON PRIS GESTION;948771
47.5415976844, -0.6721562789;"{""coordinates"": [-0.6721562789, 47.5415976844], ""type"": ""Point""}";57861;1000;BETON;2013-03-01;86.8;88.27;ANGERS LOIRE METROPOLE;951138
47.5409213992, -0.6715168696;"{""coordinates"": [-0.6715168696, 47.5409213992], ""type"": ""Point""}";57865;1000;BETON;2013-03-01;84.76;85.89;ANGERS LOIRE METROPOLE;951145
47.5006027866, -0.3168277309;"{""coordinates"": [-0.3168277309, 47.5006027866], ""type"": ""Point""}";66602;1000;BETON;;0;0;;1651800
47.5001232198, -0.316256383;"{""coordinates"": [-0.316256383, 47.5001232198], ""type"": ""Point""}";66604;1000;BETON;;0;0;;1651802
47.4709901548, -0.3523758944;"{""coordinates"": [-0.3523758944, 47.4709901548], ""type"": ""Point""}";48240;;;1950-01-01;22;25;ANGERS LOIRE METROPOLE;831638
47.4809235181, -0.3395340827;"{""coordinates"": [-0.3395340827, 47.4809235181], ""type"": ""Point""}";48245;;;1950-01-01;35;37.55;ANGERS LOIRE METROPOLE;831643
47.4726222859, -0.3579919353;"{""coordinates"": [-0.3579919353, 47.4726222859], ""type"": ""Point""}";48246;;;1950-01-01;20;22.4;ANGERS LOIRE METROPOLE;831644
47.4729021273, -0.3586381135;"{""coordinates"": [-0.3586381135, 47.4729021273], ""type"": ""Point""}";48249;;;1950-01-01;20;22.06;ANGERS LOIRE METROPOLE;831647
47.4729817035, -0.3424170184;"{""coordinates"": [-0.3424170184, 47.4729817035], ""type"": ""Point""}";48251;;;1950-01-01;31;33.86;ANGERS LOIRE METROPOLE;831649
47.4737038871, -0.3356652813;"{""coordinates"": [-0.3356652813, 47.4737038871], ""type"": ""Point""}";48252;;;1950-01-01;24;26.2;ANGERS LOIRE METROPOLE;831650
47.4766848754, -0.3573165919;"{""coordinates"": [-0.3573165919, 47.4766848754], ""type"": ""Point""}";48265;;;1950-01-01;21;23.38;ANGERS LOIRE METROPOLE;831663
47.4773874253, -0.3580151877;"{""coordinates"": [-0.3580151877, 47.4773874253], ""type"": ""Point""}";48278;;;1950-01-01;21;23.61;ANGERS LOIRE METROPOLE;831676
47.4835776185, -0.3385249116;"{""coordinates"": [-0.3385249116, 47.4835776185], ""type"": ""Point""}";48281;;;1950-01-01;38;40.61;ANGERS LOIRE METROPOLE;831679
47.472775784, -0.3380136726;"{""coordinates"": [-0.3380136726, 47.472775784], ""type"": ""Point""}";48287;;;1950-01-01;23;25.49;ANGERS LOIRE METROPOLE;831685
47.4469396613, -0.6058855981;"{""coordinates"": [-0.6058855981, 47.4469396613], ""type"": ""Point""}";64928;1000;BETON;2019-09-01;48.42;50.17;NON PRIS GESTION;1638554
47.4347674018, -0.5154352322;"{""coordinates"": [-0.5154352322, 47.4347674018], ""type"": ""Point""}";70845;1000;BETON;2023-05-01;17.86;20.1;ANGERS LOIRE METROPOLE;1890047
47.5279040865, -0.4376054904;"{""coordinates"": [-0.4376054904, 47.5279040865], ""type"": ""Point""}";61816;1000;BETON;2019-02-01;32.85;34.79;NON PRIS GESTION;1603489
47.5268899318, -0.4385049276;"{""coordinates"": [-0.4385049276, 47.5268899318], ""type"": ""Point""}";61824;1000;BETON;2015-11-01;33.5;35.25;NON PRIS GESTION;1603623
47.5271260867, -0.4384112404;"{""coordinates"": [-0.4384112404, 47.5271260867], ""type"": ""Point""}";61834;1000;BETON;2015-11-01;33.67;35;NON PRIS GESTION;1603644
47.4627304594, -0.3917088395;"{""coordinates"": [-0.3917088395, 47.4627304594], ""type"": ""Point""}";64463;1000;BETON;2020-12-01;20.34;21.82;NON PRIS GESTION;1636391
47.4612099757, -0.3917057039;"{""coordinates"": [-0.3917057039, 47.4612099757], ""type"": ""Point""}";64468;1000;BETON;2020-12-01;19.51;22.51;NON PRIS GESTION;1636401
