Geo Point;Geo Shape;GID;MATERIAU;DATEPOSE;ECOUNORM;ZAMONT;ZAVAL;EXPLOIT;LONGUEUR;DIAMETRE;NUMERO
47.44680689671246, -0.4160033437905921;"{""coordinates"": [[-0.4169467804, 47.4470243978], [-0.4168640311, 47.4470048791], [-0.4166902038, 47.4469642874], [-0.4164405515, 47.4469065825], [-0.4160152295, 47.4468043774], [-0.415622104, 47.4467198552], [-0.4153196656, 47.4466585782], [-0.4150603316, 47.446588552]], ""type"": ""LineString""}";69842;NC;19500101000000;REFOUL;0;0;ANGERS LOIRE METROPOLE;150.35;0;1869581
47.45281268055, -0.49805734555;"{""coordinates"": [[-0.4977419542, 47.4527514233], [-0.4983727369, 47.4528739378]], ""type"": ""LineString""}";68062;PVC;20220301000000;GRAVITAIRE;26.67;26.35;NON PRIS GESTION;49.48;200;1771851
47.43259884388787, -0.5329525182603095;"{""coordinates"": [[-0.533168354, 47.432533137], [-0.5327444727, 47.4326621804], [-0.5327366644, 47.4326644904]], ""type"": ""LineString""}";70886;PP;20230201000000;GRAVITAIRE;19.95;19.83;ANGERS LOIRE METROPOLE;35.69;160;1878171
47.433144043750005, -0.5310235578;"{""coordinates"": [[-0.5310912242, 47.4331698407], [-0.5309558914, 47.4331182468]], ""type"": ""LineString""}";70889;PP;20230201000000;GRAVITAIRE;19.03;18.98;ANGERS LOIRE METROPOLE;11.71;200;1878188
47.43269222065, -0.53533090955;"{""coordinates"": [[-0.5355752354, 47.4329937118], [-0.5350865837, 47.4323907295]], ""type"": ""LineString""}";70890;PVC;19500101000000;REFOUL;0;0;PRIVEE;76.5;80;1878191
47.48549010035, -0.52223738795;"{""coordinates"": [[-0.5222366835, 47.4854804876], [-0.5222380924, 47.4854997131]], ""type"": ""LineString""}";66265;PP;20210601000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;2.14;200;1642615
47.486052235537095, -0.5214776295732511;"{""coordinates"": [[-0.5212704022, 47.4859997672], [-0.521546831, 47.4860699432], [-0.521684989, 47.4861041774]], ""type"": ""LineString""}";66263;PP;20210601000000;GRAVITAIRE;39.52;39.11;ANGERS LOIRE METROPOLE;33.33;200;1642613
47.485657913400004, -0.5223856732;"{""coordinates"": [[-0.5223806106, 47.4858017708], [-0.5223907358, 47.485514056]], ""type"": ""LineString""}";66268;PP;20210601000000;GRAVITAIRE;38.67;38.64;ANGERS LOIRE METROPOLE;32;200;1642619
47.48593109035, -0.52237690745;"{""coordinates"": [[-0.5223732043, 47.4860604099], [-0.5223806106, 47.4858017708]], ""type"": ""LineString""}";66269;PP;20210601000000;GRAVITAIRE;38.69;38.67;ANGERS LOIRE METROPOLE;28.76;200;1642621
47.486161115499996, -0.5219053492500001;"{""coordinates"": [[-0.521684989, 47.4861041774], [-0.5221257095, 47.4862180536]], ""type"": ""LineString""}";66271;PP;20210601000000;GRAVITAIRE;39.11;38.83;ANGERS LOIRE METROPOLE;35.54;200;1642625
47.47513032070001, -0.5996041703499999;"{""coordinates"": [[-0.5997933951, 47.4751357672], [-0.5994149456, 47.4751248742]], ""type"": ""LineString""}";66001;PVC;20190701000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;28.55;160;1640840
47.47276387610632, -0.5769294014078276;"{""coordinates"": [[-0.5771187604, 47.4728451762], [-0.577068044, 47.4728256775], [-0.5769448351, 47.4727709667], [-0.5767409838, 47.4726803058]], ""type"": ""LineString""}";65322;PVC;20201101000000;DELESTEUR;19.75;19.63;ANGERS LOIRE METROPOLE;33.87;500;1636897
47.47123986661178, -0.5733071587456413;"{""coordinates"": [[-0.5736007829, 47.4713413615], [-0.5731302204, 47.4711787214], [-0.5730135591, 47.4711383009]], ""type"": ""LineString""}";65329;PVC;20201101000000;DELESTEUR;18.4;18.25;ANGERS LOIRE METROPOLE;49.69;500;1636916
47.47104400529045, -0.5727112615312;"{""coordinates"": [[-0.5730135591, 47.4711383009], [-0.5730112458, 47.4711374721], [-0.5725899453, 47.471006261], [-0.5724089832, 47.470949641]], ""type"": ""LineString""}";65330;PVC;20201101000000;DELESTEUR;18.25;18.15;ANGERS LOIRE METROPOLE;50.17;500;1636917
47.470707501390834, -0.5714780739970019;"{""coordinates"": [[-0.5717898755, 47.4707817771], [-0.5717162192, 47.4707646966], [-0.5715465451, 47.4707238437], [-0.5712448964, 47.4706517761], [-0.5711664451, 47.4706325025]], ""type"": ""LineString""}";65332;PVC;20201101000000;DELESTEUR;17.99;17.88;ANGERS LOIRE METROPOLE;49.84;500;1636919
47.45222782384125, -0.5382687800564637;"{""coordinates"": [[-0.5381460287, 47.4520122565], [-0.5381927971, 47.4520945611], [-0.5383640102, 47.4523949123], [-0.5383916613, 47.4524433172]], ""type"": ""LineString""}";65503;PP;20201201000000;GRAVITAIRE;33.67;33.61;ANGERS LOIRE METROPOLE;51.38;200;1637822
47.452517558400004, -0.5384341763;"{""coordinates"": [[-0.5383916613, 47.4524433172], [-0.5384766913, 47.4525917996]], ""type"": ""LineString""}";65504;PP;20201201000000;GRAVITAIRE;33.61;33.57;ANGERS LOIRE METROPOLE;17.71;200;1637823
47.45273013915, -0.5385548068;"{""coordinates"": [[-0.5384766913, 47.4525917996], [-0.5386329223, 47.4528684787]], ""type"": ""LineString""}";65505;PP;20201201000000;GRAVITAIRE;33.57;33.5;ANGERS LOIRE METROPOLE;32.94;200;1637825
47.45200194065, -0.5381535717;"{""coordinates"": [[-0.5381611147, 47.4519916248], [-0.5381460287, 47.4520122565]], ""type"": ""LineString""}";65506;PVC;20201201000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;2.56;200;1637827
47.472527304349995, -0.5422226459999999;"{""coordinates"": [[-0.5419013048, 47.472443205], [-0.5425439872, 47.4726114037]], ""type"": ""LineString""}";66763;PVC;20201001000000;GRAVITAIRE;34.64;33.78;ANGERS LOIRE METROPOLE;51.93;200;1646787
47.47266678594999, -0.54259071035;"{""coordinates"": [[-0.5425506665, 47.472655769], [-0.5426307542, 47.4726778029]], ""type"": ""LineString""}";66765;PVC;20201001000000;GRAVITAIRE;33.71;33.28;ANGERS LOIRE METROPOLE;6.51;200;1646791
47.49199237685, -0.50180768265;"{""coordinates"": [[-0.5021510339, 47.4920087089], [-0.5014643314, 47.4919760448]], ""type"": ""LineString""}";72802;PVC;20160601000000;GRAVITAIRE;36.5;36.13;ANGERS LOIRE METROPOLE;51.87;200;1901726
47.49217563265, -0.50144442365;"{""coordinates"": [[-0.5014643314, 47.4919760448], [-0.5014245159, 47.4923752205]], ""type"": ""LineString""}";72803;PVC;20160601000000;GRAVITAIRE;36.13;35.77;ANGERS LOIRE METROPOLE;44.48;200;1901728
47.478636496107846, -0.5191672097463453;"{""coordinates"": [[-0.5189034785, 47.4785999004], [-0.5189361887, 47.4786044861], [-0.5189678207, 47.4786088345], [-0.5191194264, 47.4786298757], [-0.5191371189, 47.4786323079], [-0.5191485102, 47.4786338515], [-0.5191667448, 47.4786364472], [-0.5193371154, 47.4786600677], [-0.5193396576, 47.4786603504], [-0.5193674101, 47.4786642766], [-0.5193686149, 47.47866442], [-0.5194309453, 47.478673055]], ""type"": ""LineString""}";68341;PVC;20220301000000;GRAVITAIRE;44.2;43.73;NON PRIS GESTION;40.58;200;1775069
47.47505649195, -0.55926161185;"{""coordinates"": [[-0.5591756898, 47.4751327946], [-0.5593475339, 47.4749801893]], ""type"": ""LineString""}";69060;PRV;20210701000000;GRAVITAIRE;17.54;17.3;ANGERS LOIRE METROPOLE;21.35;500;1865315
47.47471286170808, -0.5597735961601638;"{""coordinates"": [[-0.5593475339, 47.4749801893], [-0.5596038298, 47.4748194878], [-0.5599871653, 47.4745787836], [-0.5601996086, 47.4744454547]], ""type"": ""LineString""}";69061;PRV;20210701000000;GRAVITAIRE;17.3;16.98;ANGERS LOIRE METROPOLE;87.52;500;1865316
47.49217303455001, -0.5576912969000001;"{""coordinates"": [[-0.5577255917, 47.4921723384], [-0.5576570021, 47.4921737307]], ""type"": ""LineString""}";73840;PVC;20120601000000;GRAVITAIRE;47.5;47.09;NON PRIS GESTION;5.17;200;1916180
47.445005444009745, -0.4094091332955732;"{""coordinates"": [[-0.409352948, 47.4450713023], [-0.4093661761, 47.4450561458], [-0.4094651243, 47.4449394186]], ""type"": ""LineString""}";69146;PVC;20220701000000;GRAVITAIRE;17.06;17.04;ANGERS LOIRE METROPOLE;16.93;250;1865662
47.4496840411, -0.61420655145;"{""coordinates"": [[-0.6139081883, 47.4497784326], [-0.6145049146, 47.4495896496]], ""type"": ""LineString""}";68692;PVC;20100101000000;GRAVITAIRE;54.51;54.25;ANGERS LOIRE METROPOLE;49.65;200;1861965
47.44931543545, -0.6154141463;"{""coordinates"": [[-0.6151387184, 47.4493976309], [-0.6156895742, 47.44923324]], ""type"": ""LineString""}";68694;PVC;20100101000000;GRAVITAIRE;53.98;53.75;ANGERS LOIRE METROPOLE;45.38;200;1861968
47.4698412705, -0.7047916861000002;"{""coordinates"": [[-0.7044107856, 47.4697801483], [-0.7051725866, 47.4699023927]], ""type"": ""LineString""}";69285;PVC;20220701000000;GRAVITAIRE;76.7;76.3;NON PRIS GESTION;59.01;200;1866661
47.474716764730694, -0.6324066862253301;"{""coordinates"": [[-0.6323976405, 47.474729408], [-0.6324015151, 47.4747258644], [-0.6324147128, 47.474703298]], ""type"": ""LineString""}";71873;PVC;20231201000000;GRAVITAIRE;56.84;56.7;ANGERS LOIRE METROPOLE;3.19;160;1890739
47.47025712605, -0.51021074505;"{""coordinates"": [[-0.5104648963, 47.470299146], [-0.5099565938, 47.4702151061]], ""type"": ""LineString""}";62023;PVC;20141201000000;GRAVITAIRE;42.6;42.44;NON PRIS GESTION;39.44;160;1482650
47.47027769148212, -0.5096017369196029;"{""coordinates"": [[-0.5097535002, 47.4703006046], [-0.5095485494, 47.4702696484], [-0.5094499678, 47.4702548171]], ""type"": ""LineString""}";62024;PVC;20081001000000;GRAVITAIRE;0;42.08;NON PRIS GESTION;23.44;160;1482649
47.43316209095, -0.7032915570000001;"{""coordinates"": [[-0.7031250742, 47.4332782872], [-0.7034580398, 47.4330458947]], ""type"": ""LineString""}";70305;PVC;19500101000000;GRAVITAIRE;0;69.64;ANGERS LOIRE METROPOLE;36.03;160;1872950
47.4338487215, -0.70204731965;"{""coordinates"": [[-0.7019784885, 47.4338484538], [-0.7021161508, 47.4338489892]], ""type"": ""LineString""}";70312;PVC;20210701000000;GRAVITAIRE;71.01;70.93;ANGERS LOIRE METROPOLE;10.38;200;1872963
47.49024128326378, -0.5659113625367274;"{""coordinates"": [[-0.5661053813, 47.4901707189], [-0.5659097962, 47.4902432983], [-0.5657541781, 47.4902978056], [-0.5657206865, 47.4903015408], [-0.5657152453, 47.4903035996]], ""type"": ""LineString""}";70317;MC;20220301000000;GRAVITAIRE;44.58;44.36;ANGERS LOIRE METROPOLE;33.03;200;1873000
47.43126916035031, -0.7049871606961025;"{""coordinates"": [[-0.705116652, 47.4310933804], [-0.7049569048, 47.4313107603], [-0.7048570103, 47.4314444519]], ""type"": ""LineString""}";59384;PVC;20180601000000;GRAVITAIRE;68.68;68.43;ANGERS LOIRE METROPOLE;43.67;200;1090904
47.508726452581506, -0.37810289875187847;"{""coordinates"": [[-0.3782132657, 47.5085066771], [-0.3780140903, 47.5089032366], [-0.3779927852, 47.5089463543]], ""type"": ""LineString""}";68161;PVC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;51.63;160;1773065
47.49225992235, -0.5655726449;"{""coordinates"": [[-0.5656569161, 47.492270467], [-0.5654883737, 47.4922493777]], ""type"": ""LineString""}";72080;PP;20240201000000;GRAVITAIRE;45.74;45.67;ANGERS LOIRE METROPOLE;12.91;160;1892272
47.421764919010144, -0.6087376523426973;"{""coordinates"": [[-0.6083184174, 47.4218414406], [-0.6086844459, 47.4217746117], [-0.6088423654, 47.4217458089], [-0.6091568921, 47.4216884238]], ""type"": ""LineString""}";61287;PP;20181201000000;GRAVITAIRE;16.43;16.26;ANGERS LOIRE METROPOLE;65.51;200;1374116
47.483501807050004, -0.5524346657999999;"{""coordinates"": [[-0.5522690274, 47.4837736039], [-0.5526003042, 47.4832300102]], ""type"": ""LineString""}";67347;PVC;20211001000000;GRAVITAIRE;17.06;16.94;ANGERS LOIRE METROPOLE;65.39;315;1651014
47.477590881850006, -0.5903424817;"{""coordinates"": [[-0.5905969311, 47.4776494222], [-0.5900880323, 47.4775323415]], ""type"": ""LineString""}";71582;PVC;20231229000000;GRAVITAIRE;46.46;46.03;ANGERS LOIRE METROPOLE;40.51;200;1888219
47.47013678570305, -0.49555700727071417;"{""coordinates"": [[-0.4952055853, 47.4701519843], [-0.495537674, 47.4701376089], [-0.4959084303, 47.4701216116]], ""type"": ""LineString""}";54522;PVC;20171201000000;GRAVITAIRE;41.98;41.66;ANGERS LOIRE METROPOLE;53.09;200;856663
47.47132804178633, -0.4963733600597693;"{""coordinates"": [[-0.4964964778, 47.4710760414], [-0.4964873754, 47.4710971159], [-0.4964032593, 47.471267585], [-0.4963340147, 47.471407801], [-0.4962491853, 47.4715795521]], ""type"": ""LineString""}";54544;PVC;20171201000000;GRAVITAIRE;38.32;37.86;ANGERS LOIRE METROPOLE;59;200;856703
47.50045423738865, -0.4290290184701569;"{""coordinates"": [[-0.4286721545, 47.5004367441], [-0.4291111877, 47.5004582868], [-0.4292573937, 47.5004653814], [-0.4293858819, 47.5004717413]], ""type"": ""LineString""}";71540;PP;20230601000000;GRAVITAIRE;34.56;34.4;ANGERS LOIRE METROPOLE;53.91;200;1887234
47.447098221800005, -0.60654718965;"{""coordinates"": [[-0.6065858311, 47.447252837], [-0.6065085482, 47.4469436066]], ""type"": ""LineString""}";71644;PVC;20230901000000;GRAVITAIRE;49.23;47.35;ANGERS LOIRE METROPOLE;34.87;200;1888513
47.514360864249994, -0.5905334656000001;"{""coordinates"": [[-0.5904929731, 47.5141897367], [-0.5905739581, 47.5145319918]], ""type"": ""LineString""}";68761;PVC;20151201000000;GRAVITAIRE;47.62;47.33;ANGERS LOIRE METROPOLE;38.54;200;1862659
47.4742513309, -0.54705002255;"{""coordinates"": [[-0.5471830302, 47.4741192516], [-0.5469170149, 47.4743834102]], ""type"": ""LineString""}";63527;PVC;20190901000000;GRAVITAIRE;25.94;25.27;ANGERS LOIRE METROPOLE;35.56;200;1618690
47.5140356515, -0.5914600018;"{""coordinates"": [[-0.5913361786, 47.5139803873], [-0.591583825, 47.5140909157]], ""type"": ""LineString""}";68766;PVC;20151201000000;GRAVITAIRE;48.2;48.01;ANGERS LOIRE METROPOLE;22.34;200;1862669
47.581138058200004, -0.55304061875;"{""coordinates"": [[-0.5528345883, 47.5811166983], [-0.5532466492, 47.5811594181]], ""type"": ""LineString""}";73243;PVC;20230901000000;GRAVITAIRE;49.1;48.59;NON PRIS GESTION;31.36;200;1908174
47.58058279835, -0.5530800223;"{""coordinates"": [[-0.5528646687, 47.5805850898], [-0.5532953759, 47.5805805069]], ""type"": ""LineString""}";73249;PVC;20230901000000;GRAVITAIRE;52.2;51.19;NON PRIS GESTION;32.4;200;1908186
47.468009875899995, -0.52078224435;"{""coordinates"": [[-0.5207338883, 47.4680185537], [-0.5208306004, 47.4680011981]], ""type"": ""LineString""}";54121;PP;20171201000000;GRAVITAIRE;36.58;36.53;ANGERS LOIRE METROPOLE;7.54;500;852118
47.482232624199995, -0.6338401622000001;"{""coordinates"": [[-0.6340151585, 47.481986156], [-0.6336651659, 47.4824790924]], ""type"": ""LineString""}";71106;PVC;20200201000000;GRAVITAIRE;50.43;49.71;NON PRIS GESTION;60.82;200;1879892
47.48190171929999, -0.6340601172;"{""coordinates"": [[-0.6341050759, 47.4818172826], [-0.6340151585, 47.481986156]], ""type"": ""LineString""}";71107;PVC;20200201000000;GRAVITAIRE;50.91;50.43;NON PRIS GESTION;19.96;200;1879894
47.4825818115, -0.6345700701;"{""coordinates"": [[-0.6347344008, 47.4824453532], [-0.6344057394, 47.4827182698]], ""type"": ""LineString""}";71109;PVC;20200201000000;GRAVITAIRE;48.79;48.65;NON PRIS GESTION;39.17;200;1879900
47.48225255125, -0.63489792555;"{""coordinates"": [[-0.6350614503, 47.4820597493], [-0.6347344008, 47.4824453532]], ""type"": ""LineString""}";71110;PVC;20200201000000;GRAVITAIRE;49.07;48.79;NON PRIS GESTION;49.45;200;1879902
47.4815182239, -0.634357426;"{""coordinates"": [[-0.634272834, 47.481609671], [-0.634442018, 47.4814267768]], ""type"": ""LineString""}";71114;PVC;20200201000000;GRAVITAIRE;51.46;51.35;NON PRIS GESTION;24;200;1879912
47.4815370446, -0.6355602816;"{""coordinates"": [[-0.6354172837, 47.4814506456], [-0.6357032795, 47.4816234436]], ""type"": ""LineString""}";71120;PVC;20200201000000;GRAVITAIRE;49;48.32;NON PRIS GESTION;28.87;200;1879924
47.4442376459, -0.50256834835;"{""coordinates"": [[-0.5025396122, 47.4444288168], [-0.5025970845, 47.444046475]], ""type"": ""LineString""}";59921;PVC;20180901000000;GRAVITAIRE;25.73;25.57;NON PRIS GESTION;42.73;200;1173380
47.443618257, -0.5017452285999999;"{""coordinates"": [[-0.5019882278, 47.443635104], [-0.5015022294, 47.44360141]], ""type"": ""LineString""}";59926;PVC;20180901000000;GRAVITAIRE;25.37;25.16;NON PRIS GESTION;36.84;200;1173393
47.443150379849996, -0.5024642610000001;"{""coordinates"": [[-0.5021888811, 47.4431315459], [-0.5027396409, 47.4431692138]], ""type"": ""LineString""}";59928;PVC;20180901000000;GRAVITAIRE;25.15;24.74;NON PRIS GESTION;41.75;200;1173397
47.44241058075, -0.502597368;"{""coordinates"": [[-0.5023319182, 47.4423903203], [-0.5028628178, 47.4424308412]], ""type"": ""LineString""}";59932;PVC;20180901000000;GRAVITAIRE;24.53;24.27;NON PRIS GESTION;40.29;200;1173405
47.44236001405, -0.5019346123999999;"{""coordinates"": [[-0.5021687382, 47.4423792457], [-0.5017004866, 47.4423407824]], ""type"": ""LineString""}";59934;PVC;20180901000000;GRAVITAIRE;24.7;24.48;NON PRIS GESTION;35.57;200;1173410
47.4459785401, -0.490299557;"{""coordinates"": [[-0.4901389017, 47.4459686325], [-0.4904602123, 47.4459884477]], ""type"": ""LineString""}";62462;PVC;20171201000000;GRAVITAIRE;19.52;19.28;NON PRIS GESTION;24.33;200;1603055
47.446434453, -0.49040968869999996;"{""coordinates"": [[-0.490416048, 47.4464029721], [-0.4904033294, 47.4464659339]], ""type"": ""LineString""}";62466;PVC;20171201000000;GRAVITAIRE;19.1;19.05;NON PRIS GESTION;7.07;200;1603060
47.4467638477, -0.49043392595;"{""coordinates"": [[-0.4904490391, 47.4467211624], [-0.4904188128, 47.446806533]], ""type"": ""LineString""}";62468;PVC;20171201000000;GRAVITAIRE;18.75;18.66;NON PRIS GESTION;9.76;200;1603064
47.47896696615, -0.59638432745;"{""coordinates"": [[-0.5961413095, 47.4789097485], [-0.5966273454, 47.4790241838]], ""type"": ""LineString""}";71502;PVC;20230701000000;GRAVITAIRE;47.23;46.29;ANGERS LOIRE METROPOLE;38.78;200;1886950
47.4790804302, -0.59687693955;"{""coordinates"": [[-0.5966273454, 47.4790241838], [-0.5971265337, 47.4791366766]], ""type"": ""LineString""}";71503;PVC;20230701000000;GRAVITAIRE;47.93;45.22;ANGERS LOIRE METROPOLE;39.65;200;1886952
47.4250658002, -0.4346933157999999;"{""coordinates"": [[-0.4343796544, 47.4250808112], [-0.4350069772, 47.4250507892]], ""type"": ""LineString""}";71725;PP;20230901000000;GRAVITAIRE;18.12;17.79;ANGERS LOIRE METROPOLE;47.45;200;1889482
47.52589023250001, -0.47069111924999996;"{""coordinates"": [[-0.4706300374, 47.52595113], [-0.4707522011, 47.525829335]], ""type"": ""LineString""}";63083;F;20191101000000;GRAVITAIRE;36.07;35.96;NON PRIS GESTION;16.37;200;1616643
47.5266476782, -0.4701176586;"{""coordinates"": [[-0.4700703942, 47.5266861468], [-0.470164923, 47.5266092096]], ""type"": ""LineString""}";63090;F;20191101000000;GRAVITAIRE;37.1;37.02;NON PRIS GESTION;11.13;200;1616669
47.432180346349995, -0.53492203875;"{""coordinates"": [[-0.5350865837, 47.4323907295], [-0.5347574938, 47.4319699632]], ""type"": ""LineString""}";70879;PVC;19500101000000;GRAVITAIRE;20.2;20.02;ANGERS LOIRE METROPOLE;52.96;160;1878151
47.47400986718476, -0.3494548849818343;"{""coordinates"": [[-0.3494410474, 47.4741216179], [-0.3494418243, 47.4741170938], [-0.3494685053, 47.4738980846]], ""type"": ""LineString""}";68546;PVC;20220601000000;GRAVITAIRE;36.89;36.79;NON PRIS GESTION;24.94;200;1777143
47.395384502750005, -0.5520005184000001;"{""coordinates"": [[-0.5520535946, 47.3953740883], [-0.5519474422, 47.3953949172]], ""type"": ""LineString""}";71059;PVC;19500101000000;GRAVITAIRE;31.03;29.65;ANGERS LOIRE METROPOLE;8.34;200;1879662
47.524127830249995, -0.4361887435;"{""coordinates"": [[-0.4364247782, 47.5241191474], [-0.4359527088, 47.5241365131]], ""type"": ""LineString""}";67554;PVC_HTE_DENSITE;20210901000000;GRAVITAIRE;34.26;33.78;ANGERS LOIRE METROPOLE;35.6;200;1652178
47.4574897157, -0.39901776705;"{""coordinates"": [[-0.3990064022, 47.4573816494], [-0.3990291319, 47.457597782]], ""type"": ""LineString""}";67566;PVC;20160101000000;GRAVITAIRE;22.31;22.18;ANGERS LOIRE METROPOLE;24.09;200;1653288
47.525502486600004, -0.46880185555;"{""coordinates"": [[-0.4687385109, 47.5255186583], [-0.4688652002, 47.5254863149]], ""type"": ""LineString""}";63098;PVC;20191101000000;GRAVITAIRE;37.28;37.04;NON PRIS GESTION;10.2;200;1616677
47.52589385265, -0.47108475375000003;"{""coordinates"": [[-0.4707522011, 47.525829335], [-0.4714173064, 47.5259583703]], ""type"": ""LineString""}";63099;F;20191101000000;GRAVITAIRE;35.96;35.56;NON PRIS GESTION;52.1;200;1616678
47.409698454700006, -0.3160137167;"{""coordinates"": [[-0.3162833345, 47.4097365737], [-0.3157440989, 47.4096603357]], ""type"": ""LineString""}";65464;PP;20201201000000;GRAVITAIRE;19.92;19.77;ANGERS LOIRE METROPOLE;41.57;200;1637660
47.409848646849994, -0.31485107695000003;"{""coordinates"": [[-0.3151333271, 47.4098979295], [-0.3145688268, 47.4097993642]], ""type"": ""LineString""}";65466;PP;20201201000000;GRAVITAIRE;19.56;19.44;ANGERS LOIRE METROPOLE;43.99;200;1637664
47.47212937841621, -0.5653067685406753;"{""coordinates"": [[-0.5658976643, 47.4726552591], [-0.5658825972, 47.4726464501], [-0.5658773191, 47.4725520689], [-0.5656490248, 47.4723759736], [-0.5654585368, 47.4722367983], [-0.5652601156, 47.472092195], [-0.5650296215, 47.4719228296], [-0.5648936269, 47.4718218595], [-0.5647002206, 47.4716767403], [-0.5646676676, 47.4716230898]], ""type"": ""LineString""}";65941;PVC;20201001000000;SIPHON;0;0;ANGERS LOIRE METROPOLE;150.15;200;1640424
